Latitude,Longitude,Depth,Magnitude,No,Cluster
0.577,0.621,0.012,0.464,14897,1
0.247,0.219,0.068,0.541,14898,1
0.227,0.226,0.06,0.559,14899,1
0.169,0.511,0.012,0.364,14900,0
0.079,0.52,0.015,0.36,14901,0
0.18,0.268,0.036,0.283,14902,0
0.543,0.959,0.111,0.441,14903,1
0.537,0.835,0.012,0.551,14904,1
0.7,0.595,0.073,0.276,14905,0
0.533,0.895,0.012,0.485,14906,1
0.5,0.716,0.065,0.497,14907,1
0.588,0.541,0.012,0.318,14908,0
0.129,0.556,0.182,0.422,14909,3
0.32,0.136,0.012,0.502,14910,1
0.574,0.867,0.012,0.392,14911,0
0.241,0.768,0.159,0.591,14912,1
0.793,0.713,0.027,0.398,14913,0
0.12,0.46,0.064,0.238,14914,0
0.371,0.15,0.015,0.511,14915,1
0.366,0.164,0.053,0.544,14916,1
0.487,0.962,0.047,0.526,14917,1
0.229,0.204,0.154,0.39,14918,3
0.76,0.088,0.184,0.529,14919,3
0.434,0.701,0.012,0.308,14920,0
0.367,0.15,0.012,0.423,14921,1
0.109,0.52,0.081,0.376,14922,0
0.637,0.648,0.012,0.298,14923,0
0.71,0.111,0.254,0.38,14924,3
0.156,0.532,0.194,0.323,14925,3
0.682,0.081,0.107,0.345,14926,0
0.662,0.651,0.021,0.294,14927,0
0.744,0.704,0.199,0.327,14928,3
0.228,0.241,0.036,0.411,14929,1
0.217,0.753,0.156,0.541,14930,3
0.147,0.598,0.166,0.39,14931,3
0.788,0.731,0.015,0.422,14932,1
0.644,0.637,0.028,0.365,14933,0
0.229,0.24,0.016,0.258,14934,0
0.68,0.595,0.084,0.31,14935,0
0.251,0.215,0.124,0.366,14936,0
0.097,0.516,0.079,0.524,14937,1
0.185,0.545,0.012,0.319,14938,0
0.219,0.273,0.013,0.254,14939,0
0.67,0.587,0.227,0.397,14940,3
0.628,0.614,0.016,0.381,14941,0
0.528,0.99,0.04,0.571,14942,1
0.12,0.629,0.105,0.332,14943,0
0.783,0.698,0.019,0.426,14944,1
0.311,0.185,0.019,0.309,14945,0
0.13,0.401,0.116,0.444,14946,1
0.698,0.558,0.012,0.435,14947,1
0.644,0.614,0.208,0.317,14948,3
0.13,0.441,0.02,0.299,14949,0
0.645,0.578,0.204,0.277,14950,3
0.193,0.252,0.02,0.58,14951,1
0.577,0.553,0.012,0.285,14952,0
0.311,0.328,0.717,0.576,14953,2
0.687,0.569,0.104,0.639,14954,1
0.685,0.568,0.035,0.287,14955,0
0.686,0.567,0.047,0.3,14956,0
0.684,0.568,0.031,0.229,14957,0
0.682,0.567,0.055,0.258,14958,0
0.685,0.568,0.043,0.433,14959,1
0.46,0.927,0.088,0.541,14960,1
0.521,0.719,0.012,0.511,14961,1
0.519,0.716,0.144,0.396,14962,3
0.172,0.256,0.012,0.27,14963,0
0.528,0.67,0.025,0.374,14964,0
0.855,0.017,0.061,0.608,14965,1
0.283,0.182,0.023,0.489,14966,1
0.466,0.733,0.012,0.499,14967,1
0.198,0.253,0.033,0.334,14968,0
0.684,0.623,0.372,0.275,14969,3
0.581,0.695,0.012,0.421,14970,1
0.639,0.627,0.012,0.444,14971,1
0.69,0.568,0.065,0.348,14972,0
0.396,0.685,0.012,0.325,14973,0
0.122,0.485,0.12,0.362,14974,0
0.758,0.698,0.077,0.574,14975,1
0.17,0.279,0.084,0.515,14976,1
0.101,0.327,0.06,0.452,14977,1
0.088,0.447,0.02,0.339,14978,0
0.758,0.705,0.156,0.441,14979,3
0.236,0.759,0.143,0.469,14980,3
0.204,0.24,0.015,0.346,14981,0
0.09,0.386,0.012,0.358,14982,0
0.538,0.086,0.012,0.397,14983,0
0.264,0.195,0.012,0.341,14984,0
0.087,0.388,0.012,0.327,14985,0
0.579,0.855,0.036,0.412,14986,1
0.152,0.464,0.144,0.247,14987,0
0.118,0.353,0.012,0.326,14988,0
0.79,0.664,0.012,0.364,14989,0
0.592,0.746,0.172,0.328,14990,3
0.784,0.723,0.097,0.399,14991,0
0.641,0.619,0.163,0.486,14992,3
0.206,0.269,0.012,0.233,14993,0
0.542,0.12,0.016,0.281,14994,0
0.683,0.592,0.099,0.339,14995,0
0.27,0.157,0.025,0.47,14996,1
0.739,0.637,0.393,0.428,14997,3
0.382,0.149,0.033,0.305,14998,0
0.384,0.149,0.012,0.312,14999,0
0.173,0.529,0.012,0.353,15000,0
0.091,0.389,0.012,0.334,15001,0
0.214,0.263,0.097,0.243,15002,0
0.635,0.629,0.027,0.308,15003,0
0.709,0.699,0.031,0.28,15004,0
0.689,0.554,0.012,0.243,15005,0
0.735,0.686,0.069,0.308,15006,0
0.227,0.279,0.012,0.34,15007,0
0.689,0.568,0.041,0.247,15008,0
0.941,0.709,0.116,0.543,15009,1
0.632,0.611,0.06,0.426,15010,1
0.714,0.554,0.015,0.285,15011,0
0.402,0.748,0.191,0.494,15012,3
0.097,0.558,0.142,0.389,15013,3
0.705,0.679,0.061,0.55,15014,1
0.252,0.755,0.256,0.54,15015,3
0.2,0.731,0.199,0.487,15016,3
0.147,0.571,0.256,0.505,15017,3
0.665,0.564,0.012,0.253,15018,0
0.73,0.686,0.012,0.434,15019,1
0.297,0.173,0.021,0.464,15020,1
0.82,0.716,0.192,0.527,15021,3
0.023,0.434,0.012,0.507,15022,1
0.686,0.568,0.064,0.279,15023,0
0.537,0.811,0.012,0.369,15024,0
0.85,0.075,0.012,0.552,15025,1
0.754,0.09,0.188,0.492,15026,3
0.077,0.418,0.012,0.394,15027,0
0.019,0.409,0.012,0.434,15028,1
0.77,0.716,0.08,0.483,15029,1
0.489,0.962,0.012,0.565,15030,1
0.685,0.568,0.052,0.274,15031,0
0.167,0.28,0.056,0.595,15032,1
0.655,0.55,0.012,0.269,15033,0
0.291,0.228,0.012,0.283,15034,0
0.694,0.052,0.021,0.452,15035,1
0.076,0.607,0.012,0.447,15036,1
0.17,0.28,0.016,0.383,15037,0
0.232,0.652,0.748,0.531,15038,2
0.744,0.689,0.033,0.478,15039,1
0.053,0.541,0.012,0.353,15040,0
0.221,0.75,0.136,0.468,15041,3
0.761,0.685,0.012,0.417,15042,1
0.644,0.795,0.012,0.412,15043,1
0.627,0.795,0.021,0.35,15044,0
0.332,0.756,0.266,0.466,15045,3
0.525,0.121,0.02,0.482,15046,1
0.853,0.675,0.113,0.473,15047,1
0.67,0.064,0.012,0.339,15048,0
0.604,0.792,0.012,0.365,15049,0
0.326,0.221,0.019,0.359,15050,0
0.961,0.025,0.012,0.428,15051,1
0.112,0.52,0.036,0.469,15052,1
0.488,0.735,0.012,0.263,15053,0
0.572,0.68,0.012,0.406,15054,1
0.674,0.691,0.023,0.388,15055,0
0.488,0.748,0.012,0.388,15056,0
0.564,0.542,0.031,0.438,15057,1
0.556,0.551,0.084,0.475,15058,1
0.209,0.734,0.259,0.498,15059,3
0.783,0.703,0.04,0.44,15060,1
0.842,0.028,0.012,0.317,15061,0
0.421,0.734,0.012,0.241,15062,0
0.183,0.723,0.15,0.597,15063,1
0.669,0.588,0.23,0.272,15064,3
0.201,0.364,0.012,0.318,15065,0
0.529,0.101,0.024,0.428,15066,1
0.188,0.521,0.012,0.366,15067,0
0.232,0.26,0.136,0.443,15068,3
0.543,0.951,0.017,0.448,15069,1
0.518,0.564,0.012,0.338,15070,0
0.197,0.277,0.159,0.268,15071,0
0.377,0.755,0.216,0.391,15072,3
0.17,0.482,0.383,0.408,15073,3
0.409,0.725,0.025,0.322,15074,0
0.781,0.691,0.036,0.444,15075,1
0.281,0.203,0.077,0.588,15076,1
0.836,0.698,0.012,0.473,15077,1
0.647,0.609,0.196,0.508,15078,3
0.162,0.49,0.012,0.465,15079,1
0.684,0.624,0.339,0.472,15080,3
0.783,0.086,0.175,0.428,15081,3
0.133,0.439,0.162,0.676,15082,1
0.154,0.305,0.039,0.354,15083,0
0.142,0.44,0.162,0.498,15084,3
0.245,0.758,0.198,0.625,15085,3
0.514,0.15,0.19,0.401,15086,3
0.533,0.836,0.012,0.3,15087,0
0.936,0.757,0.366,0.496,15088,3
0.708,0.686,0.033,0.41,15089,1
0.682,0.075,0.04,0.436,15090,1
0.161,0.555,0.012,0.329,15091,0
0.704,0.556,0.016,0.237,15092,0
0.693,0.551,0.02,0.478,15093,1
0.496,0.745,0.013,0.281,15094,0
0.495,0.745,0.016,0.33,15095,0
0.494,0.746,0.013,0.275,15096,0
0.098,0.516,0.035,0.378,15097,0
0.555,0.967,0.02,0.491,15098,1
0.141,0.323,0.043,0.276,15099,0
0.343,0.21,0.128,0.359,15100,0
0.175,0.48,0.367,0.368,15101,3
0.737,0.73,0.013,0.427,15102,1
0.158,0.442,0.087,0.271,15103,0
0.528,0.536,0.14,0.389,15104,3
0.169,0.28,0.081,0.563,15105,1
0.081,0.537,0.012,0.406,15106,1
0.183,0.261,0.044,0.331,15107,0
0.637,0.606,0.175,0.321,15108,3
0.168,0.267,0.044,0.253,15109,0
0.159,0.503,0.251,0.378,15110,3
0.35,0.199,0.012,0.33,15111,0
0.462,0.774,0.051,0.349,15112,0
0.431,0.73,0.02,0.234,15113,0
0.011,0.447,0.012,0.433,15114,1
0.548,0.104,0.013,0.359,15115,0
0.201,0.719,0.206,0.537,15116,3
0.347,0.757,0.255,0.476,15117,3
0.294,0.783,0.159,0.494,15118,3
0.578,0.964,0.012,0.508,15119,1
0.939,0.654,0.089,0.486,15120,1
0.153,0.445,0.134,0.225,15121,0
0.254,0.708,0.549,0.435,15122,2
0.539,0.969,0.012,0.485,15123,1
0.59,0.86,0.012,0.528,15124,1
0.697,0.558,0.012,0.293,15125,0
0.473,0.737,0.015,0.437,15126,1
0.484,0.714,0.033,0.244,15127,0
0.081,0.584,0.012,0.455,15128,1
0.432,0.706,0.012,0.465,15129,1
0.465,0.911,0.045,0.65,15130,1
0.488,0.906,0.069,0.379,15131,0
0.49,0.909,0.04,0.413,15132,1
0.48,0.911,0.017,0.479,15133,1
0.468,0.911,0.063,0.586,15134,1
0.615,0.618,0.012,0.253,15135,0
0.342,0.837,0.036,0.518,15136,1
0.472,0.738,0.017,0.411,15137,1
0.171,0.281,0.023,0.497,15138,1
0.408,0.752,0.032,0.343,15139,0
0.553,0.796,0.02,0.352,15140,0
0.932,0.518,0.028,0.573,15141,1
0.284,0.225,0.012,0.287,15142,0
0.842,0.601,0.717,0.473,15143,2
0.077,0.464,0.012,0.384,15144,0
0.263,0.255,0.192,0.411,15145,3
0.355,0.758,0.244,0.417,15146,3
0.799,0.672,0.052,0.55,15147,1
0.612,0.612,0.016,0.29,15148,0
0.515,0.713,0.016,0.246,15149,0
0.226,0.758,0.182,0.565,15150,3
0.116,0.323,0.028,0.363,15151,0
0.101,0.477,0.06,0.332,15152,0
0.679,0.074,0.064,0.542,15153,1
0.108,0.501,0.012,0.328,15154,0
0.675,0.596,0.087,0.223,15155,0
0.154,0.51,0.138,0.331,15156,0
0.165,0.267,0.036,0.286,15157,0
0.184,0.263,0.031,0.431,15158,1
0.928,0.691,0.103,0.537,15159,1
0.934,0.691,0.079,0.514,15160,1
0.101,0.28,0.02,0.451,15161,1
0.102,0.353,0.012,0.436,15162,1
0.935,0.516,0.023,0.467,15163,1
0.64,0.611,0.13,0.267,15164,0
0.696,0.586,0.045,0.232,15165,0
0.764,0.701,0.134,0.363,15166,3
0.479,0.708,0.033,0.48,15167,1
0.757,0.7,0.076,0.465,15168,1
0.479,0.709,0.012,0.412,15169,1
0.151,0.301,0.032,0.443,15170,1
0.812,0.675,0.154,0.605,15171,1
0.142,0.301,0.017,0.319,15172,0
0.607,0.962,0.012,0.519,15173,1
0.566,0.544,0.012,0.413,15174,1
0.569,0.544,0.012,0.351,15175,0
0.646,0.617,0.194,0.536,15176,3
0.521,0.72,0.02,0.599,15177,1
0.655,0.602,0.015,0.223,15178,0
0.287,0.718,0.519,0.458,15179,2
0.558,0.961,0.02,0.448,15180,1
0.095,0.501,0.069,0.505,15181,1
0.519,0.715,0.019,0.439,15182,1
0.502,0.72,0.012,0.245,15183,0
0.739,0.681,0.019,0.307,15184,0
0.711,0.66,0.089,0.365,15185,0
0.522,0.714,0.033,0.224,15186,0
0.133,0.495,0.176,0.407,15187,3
0.373,0.156,0.039,0.389,15188,0
0.517,0.717,0.012,0.236,15189,0
0.641,0.701,0.012,0.289,15190,0
0.599,0.851,0.044,0.317,15191,0
0.612,0.888,0.031,0.533,15192,1
0.045,0.526,0.016,0.5,15193,1
0.084,0.412,0.052,0.4,15194,0
0.391,0.161,0.079,0.553,15195,1
0.752,0.706,0.372,0.454,15196,3
0.509,0.674,0.019,0.41,15197,1
0.471,0.957,0.012,0.399,15198,0
0.462,0.778,0.012,0.374,15199,0
0.445,0.776,0.012,0.321,15200,0
0.888,0.692,0.096,0.446,15201,1
0.382,0.156,0.017,0.446,15202,1
0.155,0.301,0.048,0.32,15203,0
0.382,0.154,0.063,0.586,15204,1
0.136,0.439,0.156,0.342,15205,3
0.526,0.715,0.105,0.318,15206,0
0.605,0.786,0.012,0.301,15207,0
0.61,0.629,0.012,0.356,15208,0
0.667,0.556,0.13,0.657,15209,1
0.618,0.556,0.012,0.288,15210,0
0.523,0.72,0.012,0.219,15211,0
0.384,0.702,0.144,0.283,15212,0
0.516,0.702,0.012,0.228,15213,0
0.513,0.527,0.041,0.429,15214,1
0.379,0.672,0.549,0.453,15215,2
0.291,0.776,0.176,0.554,15216,3
0.153,0.49,0.021,0.419,15217,1
0.117,0.375,0.012,0.421,15218,1
0.443,0.976,0.101,0.508,15219,1
0.636,0.615,0.013,0.289,15220,0
0.634,0.597,0.039,0.27,15221,0
0.166,0.273,0.069,0.444,15222,1
0.911,0.031,0.012,0.337,15223,0
0.578,0.963,0.012,0.45,15224,1
0.09,0.441,0.048,0.361,15225,0
0.661,0.676,0.024,0.39,15226,0
0.843,0.025,0.012,0.289,15227,0
0.156,0.301,0.049,0.413,15228,1
0.398,0.852,0.023,0.546,15229,1
0.616,0.801,0.012,0.509,15230,1
0.279,0.778,0.204,0.555,15231,3
0.166,0.302,0.044,0.244,15232,0
0.209,0.735,0.18,0.513,15233,3
0.671,0.103,0.174,0.408,15234,3
0.455,0.139,0.072,0.643,15235,1
0.523,0.961,0.028,0.509,15236,1
0.54,0.118,0.015,0.383,15237,0
0.756,0.713,0.012,0.412,15238,1
0.696,0.686,0.012,0.477,15239,1
0.495,0.74,0.012,0.342,15240,0
0.924,0.027,0.012,0.367,15241,0
0.84,0.602,0.713,0.479,15242,2
0.444,0.163,0.012,0.436,15243,1
0.467,0.157,0.015,0.251,15244,0
0.177,0.613,0.012,0.326,15245,0
0.041,0.459,0.028,0.315,15246,0
0.934,0.518,0.016,0.442,15247,1
0.297,0.738,0.391,0.459,15248,3
0.494,0.728,0.029,0.338,15249,0
0.279,0.187,0.04,0.505,15250,1
0.206,0.241,0.047,0.294,15251,0
0.73,0.636,0.012,0.336,15252,0
0.517,0.701,0.012,0.265,15253,0
0.405,0.754,0.012,0.302,15254,0
0.473,0.987,0.012,0.426,15255,1
0.205,0.361,0.278,0.33,15256,3
0.16,0.595,0.012,0.359,15257,0
0.33,0.187,0.044,0.305,15258,0
0.507,0.651,0.012,0.457,15259,1
0.149,0.302,0.029,0.363,15260,0
0.548,0.121,0.012,0.293,15261,0
0.083,0.413,0.029,0.353,15262,0
0.471,0.775,0.016,0.35,15263,0
0.266,0.253,0.202,0.544,15264,3
0.151,0.302,0.027,0.36,15265,0
0.205,0.357,0.103,0.232,15266,0
0.127,0.331,0.036,0.325,15267,0
0.613,0.8,0.045,0.358,15268,0
0.733,0.684,0.027,0.291,15269,0
0.159,0.463,0.124,0.423,15270,3
0.29,0.198,0.012,0.336,15271,0
0.67,0.623,0.312,0.43,15272,3
0.631,0.607,0.023,0.285,15273,0
0.452,0.736,0.012,0.423,15274,1
0.097,0.445,0.109,0.507,15275,1
0.933,0.051,0.019,0.373,15276,0
0.883,0.041,0.015,0.292,15277,0
0.496,0.728,0.012,0.334,15278,0
0.045,0.468,0.012,0.424,15279,1
0.628,0.606,0.104,0.413,15280,1
0.155,0.301,0.04,0.298,15281,0
0.672,0.588,0.239,0.333,15282,3
0.641,0.609,0.182,0.276,15283,0
0.442,0.735,0.013,0.243,15284,0
0.366,0.758,0.057,0.272,15285,0
0.763,0.705,0.162,0.363,15286,3
0.703,0.547,0.016,0.346,15287,0
0.256,0.807,0.135,0.522,15288,1
0.05,0.522,0.012,0.318,15289,0
0.221,0.705,0.372,0.463,15290,3
0.584,0.693,0.017,0.239,15291,0
0.447,0.15,0.076,0.476,15292,1
0.511,0.698,0.012,0.288,15293,0
0.114,0.528,0.012,0.349,15294,0
0.525,0.711,0.012,0.269,15295,0
0.383,0.66,0.617,0.543,15296,2
0.661,0.584,0.222,0.393,15297,3
0.749,0.693,0.012,0.366,15298,0
0.608,0.601,0.012,0.269,15299,0
0.286,0.776,0.027,0.537,15300,1
0.229,0.255,0.012,0.359,15301,0
0.6,0.794,0.037,0.389,15302,0
0.093,0.446,0.104,0.526,15303,1
0.659,0.59,0.228,0.496,15304,3
0.524,0.714,0.083,0.33,15305,0
0.419,0.732,0.155,0.406,15306,3
0.683,0.075,0.025,0.433,15307,1
0.121,0.379,0.012,0.323,15308,0
0.168,0.382,0.012,0.411,15309,1
0.075,0.423,0.064,0.43,15310,1
0.208,0.243,0.023,0.273,15311,0
0.31,0.776,0.164,0.409,15312,3
0.644,0.608,0.204,0.251,15313,0
0.791,0.677,0.039,0.371,15314,0
0.139,0.508,0.146,0.458,15315,3
0.542,0.115,0.027,0.337,15316,0
0.616,0.799,0.019,0.374,15317,0
0.575,0.55,0.012,0.376,15318,0
0.633,0.701,0.224,0.357,15319,3
0.079,0.46,0.079,0.464,15320,1
0.666,0.583,0.252,0.36,15321,3
0.494,0.957,0.012,0.522,15322,1
0.133,0.344,0.024,0.302,15323,0
0.149,0.554,0.22,0.317,15324,3
0.419,0.745,0.02,0.312,15325,0
0.167,0.26,0.012,0.324,15326,0
0.652,0.069,0.012,0.286,15327,0
0.05,0.458,0.012,0.248,15328,0
0.681,0.667,0.012,0.352,15329,0
0.429,0.724,0.012,0.267,15330,0
0.515,0.715,0.016,0.256,15331,0
0.076,0.363,0.051,0.546,15332,1
0.612,0.618,0.012,0.413,15333,1
0.557,0.119,0.052,0.309,15334,0
0.118,0.49,0.093,0.327,15335,0
0.581,0.738,0.012,0.341,15336,0
0.227,0.243,0.079,0.374,15337,0
0.244,0.245,0.071,0.298,15338,0
0.034,0.393,0.012,0.417,15339,1
0.461,0.176,0.258,0.415,15340,3
0.075,0.365,0.071,0.459,15341,1
0.447,0.7,0.112,0.492,15342,1
0.6,0.105,0.081,0.413,15343,1
0.465,0.709,0.036,0.233,15344,0
0.611,0.789,0.013,0.459,15345,1
0.064,0.528,0.028,0.386,15346,0
0.059,0.522,0.037,0.355,15347,0
0.288,0.799,0.156,0.533,15348,3
0.243,0.771,0.156,0.581,15349,1
0.775,0.709,0.012,0.409,15350,1
0.633,0.585,0.019,0.37,15351,0
0.644,0.535,0.023,0.33,15352,0
0.506,0.98,0.033,0.395,15353,0
0.179,0.268,0.036,0.331,15354,0
0.857,0.69,0.012,0.479,15355,1
0.098,0.388,0.012,0.264,15356,0
0.665,0.559,0.017,0.302,15357,0
0.673,0.607,0.152,0.225,15358,0
0.585,0.798,0.012,0.237,15359,0
0.481,0.748,0.016,0.489,15360,1
0.145,0.583,0.012,0.366,15361,0
0.765,0.682,0.059,0.351,15362,0
0.194,0.462,0.316,0.359,15363,3
0.603,0.62,0.019,0.318,15364,0
0.667,0.677,0.043,0.515,15365,1
0.707,0.573,0.012,0.387,15366,0
0.102,0.521,0.04,0.485,15367,1
0.595,0.629,0.013,0.461,15368,1
0.491,0.747,0.012,0.308,15369,0
0.331,0.836,0.024,0.485,15370,1
0.117,0.388,0.029,0.321,15371,0
0.561,0.122,0.017,0.41,15372,1
0.776,0.629,0.429,0.468,15373,3
0.836,0.058,0.012,0.402,15374,0
0.713,0.583,0.015,0.459,15375,1
0.079,0.388,0.039,0.496,15376,1
0.088,0.387,0.031,0.348,15377,0
0.555,0.952,0.017,0.462,15378,1
0.472,0.745,0.33,0.296,15379,3
0.617,0.537,0.012,0.245,15380,0
0.083,0.388,0.032,0.383,15381,0
0.081,0.387,0.012,0.392,15382,0
0.632,0.628,0.029,0.351,15383,0
0.419,0.736,0.183,0.377,15384,3
0.628,0.606,0.104,0.317,15385,0
0.098,0.388,0.021,0.426,15386,1
0.409,0.724,0.22,0.479,15387,3
0.649,0.599,0.339,0.224,15388,3
0.079,0.485,0.033,0.314,15389,0
0.112,0.526,0.184,0.473,15390,3
0.591,0.689,0.012,0.247,15391,0
0.73,0.681,0.012,0.342,15392,0
0.643,0.615,0.176,0.235,15393,0
0.521,0.714,0.043,0.273,15394,0
0.624,0.859,0.012,0.408,15395,1
0.093,0.449,0.061,0.284,15396,0
0.688,0.709,0.127,0.285,15397,0
0.068,0.529,0.012,0.364,15398,0
0.372,0.162,0.012,0.393,15399,0
0.788,0.66,0.219,0.504,15400,3
0.048,0.525,0.017,0.307,15401,0
0.788,0.642,0.335,0.43,15402,3
0.088,0.385,0.016,0.355,15403,0
0.159,0.628,0.224,0.514,15404,3
0.471,0.964,0.012,0.295,15405,0
0.188,0.488,0.338,0.311,15406,3
0.549,0.869,0.016,0.422,15407,1
0.741,0.666,0.111,0.34,15408,0
0.134,0.491,0.012,0.423,15409,1
0.635,0.651,0.012,0.388,15410,0
0.908,0.672,0.219,0.425,15411,3
0.28,0.777,0.219,0.462,15412,3
0.102,0.389,0.031,0.402,15413,0
0.639,0.606,0.171,0.319,15414,3
0.592,0.123,0.146,0.355,15415,3
0.186,0.267,0.041,0.32,15416,0
0.373,0.155,0.02,0.377,15417,0
0.681,0.043,0.019,0.399,15418,0
0.389,0.151,0.048,0.387,15419,0
0.665,0.578,0.174,0.443,15420,3
0.1,0.502,0.063,0.387,15421,0
0.481,0.743,0.012,0.311,15422,0
0.127,0.52,0.148,0.515,15423,3
0.67,0.629,0.243,0.419,15424,3
0.485,0.717,0.215,0.27,15425,3
0.101,0.396,0.012,0.328,15426,0
0.493,0.978,0.049,0.391,15427,0
0.705,0.651,0.012,0.227,15428,0
0.405,0.751,0.012,0.283,15429,0
0.16,0.403,0.188,0.419,15430,3
0.723,0.059,0.047,0.317,15431,0
0.543,0.095,0.012,0.381,15432,0
0.215,0.373,0.31,0.414,15433,3
0.449,0.704,0.069,0.548,15434,1
0.654,0.62,0.13,0.264,15435,0
0.096,0.388,0.019,0.326,15436,0
0.228,0.649,0.726,0.531,15437,2
0.79,0.669,0.184,0.528,15438,3
0.628,0.61,0.071,0.422,15439,1
0.678,0.559,0.085,0.256,15440,0
0.894,0.67,0.166,0.398,15441,3
0.872,0.015,0.029,0.357,15442,0
0.468,0.71,0.023,0.272,15443,0
0.237,0.769,0.182,0.436,15444,3
0.481,0.743,0.012,0.325,15445,0
0.454,0.957,0.012,0.576,15446,1
0.693,0.543,0.012,0.397,15447,0
0.169,0.604,0.288,0.363,15448,3
0.154,0.513,0.02,0.264,15449,0
0.127,0.522,0.116,0.388,15450,0
0.141,0.293,0.071,0.407,15451,1
0.686,0.704,0.012,0.362,15452,0
0.152,0.618,0.268,0.352,15453,3
0.22,0.691,0.417,0.492,15454,3
0.087,0.365,0.012,0.382,15455,0
0.583,0.807,0.26,0.34,15456,3
0.68,0.696,0.021,0.447,15457,1
0.74,0.723,0.107,0.557,15458,1
0.448,0.703,0.012,0.405,15459,1
0.465,0.779,0.015,0.347,15460,0
0.528,0.165,0.413,0.524,15461,3
0.633,0.646,0.126,0.408,15462,3
0.487,0.156,0.179,0.324,15463,3
0.137,0.387,0.136,0.277,15464,0
0.456,0.71,0.093,0.276,15465,0
0.773,0.688,0.033,0.397,15466,0
0.594,0.612,0.012,0.367,15467,0
0.467,0.711,0.084,0.23,15468,0
0.159,0.294,0.047,0.288,15469,0
0.15,0.28,0.024,0.427,15470,1
0.671,0.671,0.012,0.398,15471,0
0.252,0.243,0.113,0.301,15472,0
0.812,0.672,0.076,0.442,15473,1
0.56,0.854,0.013,0.379,15474,0
0.835,0.698,0.04,0.455,15475,1
0.58,0.541,0.012,0.509,15476,1
0.243,0.76,0.263,0.461,15477,3
0.14,0.596,0.16,0.447,15478,3
0.582,0.542,0.017,0.37,15479,0
0.859,0.684,0.045,0.433,15480,1
0.628,0.609,0.012,0.254,15481,0
0.773,0.028,0.019,0.409,15482,1
0.077,0.362,0.012,0.44,15483,1
0.522,0.1,0.048,0.618,15484,1
0.117,0.503,0.136,0.486,15485,3
0.147,0.461,0.135,0.337,15486,0
0.13,0.519,0.14,0.502,15487,3
0.198,0.725,0.248,0.492,15488,3
0.385,0.701,0.445,0.445,15489,2
0.478,0.696,0.012,0.268,15490,0
0.267,0.191,0.012,0.39,15491,0
0.11,0.516,0.093,0.511,15492,1
0.075,0.389,0.057,0.498,15493,1
0.152,0.538,0.238,0.465,15494,3
0.699,0.676,0.012,0.337,15495,0
0.461,0.11,0.012,0.382,15496,0
0.803,0.009,0.057,0.423,15497,1
0.589,0.533,0.032,0.352,15498,0
0.269,0.767,0.214,0.534,15499,3
0.082,0.385,0.012,0.374,15500,0
0.39,0.99,0.057,0.574,15501,1
0.747,0.635,0.304,0.375,15502,3
0.231,0.226,0.025,0.496,15503,1
0.672,0.623,0.323,0.424,15504,3
0.346,0.692,0.509,0.484,15505,2
0.202,0.558,0.726,0.471,15506,2
0.709,0.683,0.012,0.285,15507,0
0.076,0.488,0.012,0.401,15508,0
0.684,0.595,0.13,0.437,15509,3
0.409,0.536,0.012,0.236,15510,0
0.223,0.749,0.231,0.48,15511,3
0.674,0.642,0.049,0.371,15512,0
0.172,0.279,0.089,0.58,15513,1
0.361,0.171,0.033,0.507,15514,1
0.582,0.539,0.013,0.307,15515,0
0.64,0.658,0.072,0.606,15516,1
0.648,0.659,0.041,0.359,15517,0
0.875,0.6,0.824,0.454,15518,2
0.911,0.665,0.302,0.49,15519,3
0.375,0.151,0.055,0.43,15520,1
0.763,0.643,0.268,0.431,15521,3
0.179,0.484,0.411,0.439,15522,3
0.213,0.238,0.092,0.317,15523,0
0.437,0.874,0.017,0.364,15524,0
0.625,0.035,0.012,0.545,15525,1
0.297,0.197,0.02,0.293,15526,0
0.486,0.103,0.043,0.466,15527,1
0.28,0.224,0.012,0.567,15528,1
0.103,0.514,0.097,0.515,15529,1
0.749,0.722,0.103,0.34,15530,0
0.209,0.243,0.097,0.405,15531,1
0.233,0.367,0.013,0.332,15532,0
0.639,0.631,0.192,0.286,15533,3
0.173,0.512,0.013,0.392,15534,0
0.22,0.238,0.083,0.448,15535,1
0.219,0.225,0.059,0.531,15536,1
0.889,0.048,0.012,0.398,15537,0
0.694,0.57,0.04,0.435,15538,1
0.483,0.164,0.224,0.359,15539,3
0.734,0.72,0.123,0.568,15540,1
0.138,0.509,0.171,0.37,15541,3
0.135,0.442,0.092,0.257,15542,0
0.588,0.121,0.012,0.318,15543,0
0.14,0.464,0.142,0.267,15544,0
0.73,0.086,0.109,0.334,15545,0
0.163,0.552,0.228,0.443,15546,3
0.687,0.506,0.019,0.444,15547,1
0.518,0.125,0.015,0.36,15548,0
0.091,0.26,0.044,0.436,15549,1
0.279,0.613,0.024,0.415,15550,1
0.613,0.885,0.039,0.499,15551,1
0.336,0.845,0.051,0.543,15552,1
0.208,0.694,0.415,0.513,15553,3
0.189,0.515,0.041,0.339,15554,0
0.678,0.676,0.012,0.334,15555,0
0.496,0.752,0.028,0.395,15556,0
0.594,0.579,0.021,0.235,15557,0
0.13,0.38,0.063,0.531,15558,1
0.119,0.336,0.036,0.34,15559,0
0.75,0.619,0.012,0.439,15560,1
0.494,0.751,0.104,0.432,15561,1
